Personel_ID,Yaka_Tipi,Cinsiyet,Yas,Medeni_Hal,Cocuk_Sayisi,Ilce,Mesafe_KM,Lojman_Kullanimi,Sertifika_Sayisi,Egitim_Saati_Yil,Seyahat_Sikligi,Toplam_Tecrube_Yil,Sirketteki_Yil,MKE_Oncesi_Tecrube,Ayni_Unvanda_Yil,Son_Terfi_Gecen_Yil,Mevcut_Yonetici_Yil,Birim_Degisim_Sayisi,Departman,Unvan,Egitim_Seviyesi,Maas_TL,Aylik_Mesai_Saat,Vardiya_Tipi,Vardiya_Rotasyon_Sikligi,Is_Kazasi_Gecmisi,Sendika_Sozlesme_Kalan_Ay,Kullanilan_Izin_Gun,Son_Zam_Orani,Son_Zamdan_Beri_Ay,Performans_Puani,Ortam_Memnuniyeti,Is_Memnuniyeti,Ekip_Uyum_Puani,Is_Ozel_Hayat_Dengesi,Istifa_Etti_Mi
MKE-13186,Beyaz,Kadin,36,Evli,3,Cankaya,49,0,2,22,Seyahat Yok,3,1,2,0,0,1,0,Satinalma,Muhendis,Lisans,51675,24,Yok,Yok,0,0,24,54.26613167770928,8,4,5,4,5,1,0
MKE-13187,Mavi,Erkek,50,Evli,2,Mamaj,12,0,0,10,Seyahat Yok,25,20,5,6,1,5,1,Silah Fabrikasi,Basusta,On Lisans,56675,37,Iki Vardiya,Haftalik,0,10,16,30.422893347067358,12,2,4,5,5,3,0
MKE-13188,Beyaz,Kadin,26,Bekar,0,Cankaya,36,0,6,31,Seyahat Yok,2,1,1,0,0,1,0,IK,Muhendis,Yuksek Lisans,52580,39,Yok,Yok,0,0,24,42.524957967601736,4,1,4,4,5,4,0
MKE-13189,Mavi,Kadin,34,Evli,1,Cankaya,40,0,0,8,Seyahat Yok,4,2,2,0,0,1,0,Muhimmat Fabrikasi,Operator,Lise,26296,62,Uc Vardiya,Haftalik,0,12,18,47.32315569848942,9,5,1,2,3,2,0
MKE-13190,Beyaz,Erkek,22,Bekar,0,Etimesgut,29,0,3,29,Siklikla,1,1,0,0,0,1,0,Kalite Yonetim,Uzman,Yuksek Lisans,56196,18,Yok,Yok,0,0,24,30.194035853485936,3,4,5,3,5,5,0
MKE-13191,Beyaz,Erkek,49,Evli,1,Mamaj,12,0,6,27,Seyahat Yok,1,1,0,0,0,2,0,AR-GE Tasarim,Muhendis,Lisans,58710,9,Yok,Yok,0,0,19,48.1067574875752,2,3,3,5,5,3,0
MKE-13192,Beyaz,Kadin,51,Evli,1,Mamaj,30,0,4,47,Nadiren,5,3,2,1,0,1,0,Satinalma,Muhendis,Lisans,56238,33,Yok,Yok,0,0,25,39.65231505758941,6,3,5,4,4,4,0
MKE-13193,Mavi,Erkek,24,Bekar,0,Cankaya,21,0,0,8,Seyahat Yok,3,3,0,2,0,2,0,Silah Fabrikasi,Operator,On Lisans,26901,33,Uc Vardiya,Aylik,0,6,17,36.80617043752371,2,4,4,4,4,4,0
MKE-13194,Mavi,Erkek,52,Evli,1,Kalebasi,48,0,2,10,Seyahat Yok,10,10,0,0,0,2,1,Gazi Fisek Fabrikasi,Atolye Ustasi,On Lisans,46352,26,Iki Vardiya,Aylik,0,16,22,48.167109207653965,7,4,5,4,4,3,0
MKE-13195,Mavi,Erkek,22,Bekar,0,Cankaya,15,0,0,15,Seyahat Yok,4,4,0,1,0,3,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,35531,23,Iki Vardiya,Haftalik,0,17,20,51.90063176684909,6,4,5,4,5,4,0
MKE-13196,Beyaz,Erkek,56,Evli,2,MKE Lojmanlari,2,1,4,19,Seyahat Yok,12,9,3,6,6,4,0,Kalite Yonetim,Kidemli Muhendis,Lisans,80167,42,Yok,Yok,0,0,14,35.49510215035106,11,3,4,5,5,4,1
MKE-13197,Mavi,Erkek,57,Bekar,0,MKE Lojmanlari,2,1,0,15,Seyahat Yok,3,3,0,2,2,4,0,Muhimmat Fabrikasi,Operator,Lise,29786,33,Uc Vardiya,Aylik,1,22,16,34.2197933853191,3,4,3,5,4,4,0
MKE-13198,Mavi,Erkek,43,Evli,2,MKE Lojmanlari,3,1,0,6,Seyahat Yok,1,1,0,0,0,2,0,Gazi Fisek Fabrikasi,Operator,Lise,29293,26,Uc Vardiya,Haftalik,0,3,16,48.535953740493625,8,2,4,5,4,4,0
MKE-13199,Beyaz,Erkek,34,Bekar,0,Yenimahalle,31,0,3,39,Seyahat Yok,2,2,0,1,0,2,0,Kalite Yonetim,Uzman,Lisans,56601,12,Yok,Yok,0,0,20,32.81021683125759,5,3,3,4,5,4,0
MKE-13200,Beyaz,Erkek,28,Evli,1,Kalebasi,24,0,2,26,Seyahat Yok,2,1,1,0,0,1,0,Satinalma,Uzman,Lisans,47088,19,Yok,Yok,0,0,25,35.09762139890003,2,4,4,4,5,5,0
MKE-13201,Beyaz,Erkek,51,Bekar,0,Mamaj,44,0,1,46,Seyahat Yok,16,10,6,3,1,2,0,AR-GE Tasarim,Takim Lideri,Lisans,105971,41,Yok,Yok,0,0,14,48.14771392738996,10,3,4,4,5,2,1
MKE-13202,Mavi,Erkek,42,Evli,3,Yenimahalle,15,0,1,16,Seyahat Yok,11,10,1,0,0,4,1,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,33745,21,Iki Vardiya,Haftalik,0,24,22,31.619327072145165,8,3,3,3,5,3,0
MKE-13203,Mavi,Erkek,44,Evli,2,MKE Lojmanlari,3,1,1,13,Seyahat Yok,5,3,2,2,2,4,0,Muhimmat Fabrikasi,Operator,Lise,27681,47,Uc Vardiya,Haftalik,0,22,15,44.76454498645713,8,3,4,5,5,4,0
MKE-13204,Mavi,Erkek,28,Evli,1,Yenimahalle,21,0,1,13,Seyahat Yok,5,3,2,2,0,4,0,Silah Fabrikasi,Operator,On Lisans,27388,38,Uc Vardiya,Aylik,1,18,21,40.89959563672445,11,3,5,5,4,3,0
MKE-13205,Mavi,Erkek,44,Evli,3,MKE Lojmanlari,2,1,1,12,Seyahat Yok,14,3,11,2,0,2,0,Silah Fabrikasi,Atolye Ustasi,Lise,36367,51,Uc Vardiya,Haftalik,0,21,14,31.17584301505948,8,3,5,5,5,5,0
MKE-13206,Beyaz,Kadin,50,Bekar,0,Mamaj,14,0,6,43,Seyahat Yok,26,12,14,5,5,3,2,Kalite Yonetim,Kidemli Muhendis,Lisans,73007,16,Yok,Yok,0,0,23,37.66584736571477,11,3,5,5,5,4,1
MKE-13207,Beyaz,Kadin,22,Bekar,0,MKE Lojmanlari,2,1,3,42,Seyahat Yok,1,1,0,0,0,2,0,Satinalma,Muhendis,Lisans,61101,13,Yok,Yok,0,0,25,47.616534175613154,3,3,5,5,5,3,0
MKE-13208,Mavi,Erkek,36,Evli,2,MKE Lojmanlari,3,1,0,7,Seyahat Yok,2,1,1,0,0,2,0,Muhimmat Fabrikasi,Operator,Lise,27986,27,Uc Vardiya,Haftalik,0,5,25,52.35870552445512,10,3,4,4,4,5,0
MKE-13209,Beyaz,Kadin,42,Bekar,0,Yenimahalle,12,0,3,20,Seyahat Yok,17,13,4,5,4,4,2,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,78717,10,Yok,Yok,0,0,19,40.93932072364219,3,3,4,4,4,4,0
MKE-13210,Mavi,Erkek,34,Evli,2,MKE Lojmanlari,2,1,0,8,Seyahat Yok,12,9,3,6,4,1,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,31439,38,Iki Vardiya,Haftalik,0,1,25,30.990739819400204,8,3,4,4,5,3,0
MKE-13211,Beyaz,Erkek,31,Evli,1,Etimesgut,12,0,4,22,Seyahat Yok,3,2,1,0,0,2,0,Kalite Yonetim,Uzman,Lisans,51083,15,Yok,Yok,0,0,22,45.67624226847706,11,3,3,4,5,4,0
MKE-13212,Mavi,Erkek,46,Evli,2,Kalebasi,27,0,1,17,Seyahat Yok,24,17,7,13,10,1,1,Gazi Fisek Fabrikasi,Basusta,On Lisans,56284,59,Uc Vardiya,Haftalik,0,12,19,40.47775860925828,6,4,1,2,3,2,1
MKE-13213,Mavi,Erkek,25,Bekar,0,Yenimahalle,36,0,2,13,Seyahat Yok,1,1,0,0,0,2,0,Gazi Fisek Fabrikasi,Operator,Lise,27426,39,Iki Vardiya,Haftalik,0,5,17,54.953902498962,11,3,3,5,4,5,0
MKE-13214,Beyaz,Erkek,38,Bekar,0,Yenimahalle,33,0,6,49,Seyahat Yok,5,4,1,0,0,1,0,IK,Muhendis,Lisans,57992,15,Yok,Yok,0,0,20,36.81125830828755,11,5,5,4,4,4,0
MKE-13215,Beyaz,Erkek,23,Bekar,0,Cankaya,44,0,1,28,Seyahat Yok,1,1,0,0,0,2,0,IK,Muhendis,Lisans,60466,21,Yok,Yok,0,0,17,51.8974107881002,2,4,4,4,5,1,0
MKE-13216,Mavi,Erkek,44,Evli,2,MKE Lojmanlari,3,1,2,15,Seyahat Yok,9,8,1,1,0,4,1,Bakim Onarim,Atolye Ustasi,Lise,46463,22,Uc Vardiya,Haftalik,0,18,19,30.876305435370785,2,3,4,4,5,4,0
MKE-13217,Mavi,Erkek,42,Evli,2,MKE Lojmanlari,3,1,1,18,Seyahat Yok,3,2,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,28094,47,Uc Vardiya,Haftalik,0,11,14,31.782038913997454,6,3,4,4,5,4,0
MKE-13218,Mavi,Erkek,28,Bekar,0,Mamaj,28,0,2,19,Seyahat Yok,2,1,1,0,0,2,0,Silah Fabrikasi,Operator,Lise,26157,33,Iki Vardiya,Aylik,0,13,22,35.578397039801175,5,3,4,4,5,4,0
MKE-13219,Mavi,Erkek,39,Evli,2,MKE Lojmanlari,3,1,2,7,Seyahat Yok,16,14,2,10,5,2,2,Muhimmat Fabrikasi,Basusta,Lise,57024,47,Uc Vardiya,Haftalik,0,24,24,35.846988072436794,12,3,4,4,4,3,0
MKE-13220,Beyaz,Erkek,29,Evli,1,Mamaj,32,0,4,32,Nadiren,1,1,0,0,0,2,0,Kalite Yonetim,Muhendis,Yuksek Lisans,61275,11,Yok,Yok,0,0,25,37.472447656965876,7,3,4,4,5,3,0
MKE-13221,Mavi,Erkek,31,Bekar,0,Cankaya,13,0,1,5,Seyahat Yok,5,1,4,0,0,2,0,Bakim Onarim,Teknisyen,Lise,28137,20,Uc Vardiya,Haftalik,0,18,18,30.37554518019453,5,3,4,4,5,4,0
MKE-13222,Mavi,Erkek,30,Bekar,0,Etimesgut,39,0,0,10,Seyahat Yok,10,1,9,0,0,1,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,36282,33,Iki Vardiya,Haftalik,0,7,16,45.875058094374346,5,4,5,5,5,4,0
MKE-13223,Beyaz,Erkek,38,Bekar,0,Cankaya,52,0,6,34,Seyahat Yok,12,12,0,7,4,5,2,Kalite Yonetim,Kidemli Muhendis,Lisans,84279,35,Yok,Yok,0,0,18,48.97479693688465,2,3,5,4,5,2,0
MKE-13224,Mavi,Erkek,36,Bekar,0,Mamaj,13,0,1,7,Seyahat Yok,12,11,1,2,0,1,1,Gazi Fisek Fabrikasi,Atolye Ustasi,On Lisans,46979,26,Uc Vardiya,Aylik,1,14,14,48.36902615623549,1,3,5,4,4,3,0
MKE-13225,Mavi,Erkek,40,Evli,1,MKE Lojmanlari,2,1,2,6,Seyahat Yok,1,1,0,0,0,2,0,Muhimmat Fabrikasi,Operator,Lise,28496,36,Uc Vardiya,Haftalik,0,7,15,41.76473610392251,11,3,5,4,5,3,0
MKE-13226,Mavi,Erkek,22,Bekar,0,Cankaya,29,0,0,7,Seyahat Yok,4,3,1,2,2,1,0,Muhimmat Fabrikasi,Operator,On Lisans,26342,39,Uc Vardiya,Haftalik,0,3,17,45.74073894336571,5,3,3,4,5,4,0
MKE-13227,Mavi,Erkek,27,Bekar,0,MKE Lojmanlari,1,1,2,6,Seyahat Yok,5,1,4,0,0,1,0,Silah Fabrikasi,Teknisyen,On Lisans,27747,25,Uc Vardiya,Haftalik,0,10,25,52.9202044876659,10,4,4,3,4,4,0
MKE-13228,Beyaz,Kadin,54,Evli,1,Cankaya,23,0,3,22,Nadiren,12,12,0,5,4,5,0,IK,Kidemli Muhendis,Lisans,85989,30,Yok,Yok,0,0,16,49.695295098622644,12,3,4,4,4,4,0
MKE-13229,Beyaz,Erkek,31,Bekar,0,Etimesgut,11,0,6,42,Seyahat Yok,7,4,3,1,0,5,0,IK,Kidemli Muhendis,Lisans,75837,24,Yok,Yok,0,0,16,52.46822595046939,9,3,4,4,5,4,0
MKE-13230,Beyaz,Erkek,36,Evli,2,MKE Lojmanlari,1,1,2,16,Seyahat Yok,3,2,1,1,0,3,0,AR-GE Tasarim,Uzman,Yuksek Lisans,49754,23,Yok,Yok,0,0,22,40.79940146124362,12,3,5,4,5,4,0
MKE-13231,Mavi,Erkek,47,Bekar,0,MKE Lojmanlari,3,1,0,7,Seyahat Yok,28,1,27,0,0,1,0,Silah Fabrikasi,Atolye Ustasi,Lise,34868,60,Uc Vardiya,Aylik,0,15,23,48.88971106315598,8,3,5,5,5,5,1
MKE-13232,Mavi,Erkek,33,Bekar,0,Etimesgut,8,0,1,11,Seyahat Yok,14,4,10,1,0,1,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,38203,43,Uc Vardiya,Haftalik,0,10,23,37.44998756976609,6,3,4,4,5,4,1
MKE-13233,Mavi,Erkek,34,Evli,2,MKE Lojmanlari,2,1,1,11,Seyahat Yok,1,1,0,0,0,1,0,Gazi Fisek Fabrikasi,Operator,Lise,28695,38,Uc Vardiya,Haftalik,1,2,24,53.18209677877546,5,3,5,5,5,5,0
MKE-13234,Beyaz,Erkek,40,Bekar,0,Kalebasi,18,0,3,31,Nadiren,13,4,9,1,0,5,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,67276,31,Yok,Yok,0,0,16,51.78837604750688,8,3,4,4,5,3,0
MKE-13235,Mavi,Erkek,31,Evli,2,Yenimahalle,39,0,1,5,Seyahat Yok,6,6,0,4,4,2,0,Silah Fabrikasi,Teknisyen,Lise,35364,31,Uc Vardiya,Haftalik,0,6,18,47.85861202109324,8,2,1,2,2,2,0
MKE-13236,Mavi,Erkek,29,Bekar,0,Etimesgut,19,0,0,17,Seyahat Yok,4,2,2,1,1,2,0,Bakim Onarim,Operator,On Lisans,26979,19,Iki Vardiya,Haftalik,0,9,22,44.41562469114874,2,2,3,4,4,5,0
MKE-13237,Beyaz,Kadin,49,Evli,2,Cankaya,42,0,6,49,Seyahat Yok,5,4,1,2,0,3,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,81962,42,Yok,Yok,0,0,19,39.15283039276452,3,4,4,3,5,1,0
MKE-13238,Mavi,Erkek,59,Evli,2,MKE Lojmanlari,3,1,2,11,Seyahat Yok,10,3,7,2,1,3,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,40216,53,Uc Vardiya,Haftalik,0,10,15,41.48055023745321,12,3,5,5,5,5,0
MKE-13239,Mavi,Erkek,56,Evli,1,Yenimahalle,41,0,1,7,Seyahat Yok,36,5,31,3,3,5,0,Silah Fabrikasi,Basusta,On Lisans,48416,10,Iki Vardiya,Aylik,0,22,18,48.7416305058226,10,1,5,5,4,1,0
MKE-13240,Beyaz,Erkek,45,Evli,3,MKE Lojmanlari,2,1,2,30,Siklikla,11,10,1,0,0,1,0,Kalite Yonetim,Kidemli Muhendis,Yuksek Lisans,84278,41,Yok,Yok,0,0,15,51.57933420008477,10,4,3,5,5,4,0
MKE-13241,Mavi,Erkek,54,Bekar,0,Kalebasi,30,0,2,16,Seyahat Yok,6,2,4,0,0,1,0,Muhimmat Fabrikasi,Teknisyen,On Lisans,31240,32,Uc Vardiya,Haftalik,0,16,17,30.840409024042323,4,5,3,4,5,4,0
MKE-13242,Mavi,Erkek,42,Evli,2,MKE Lojmanlari,2,1,2,15,Seyahat Yok,13,2,11,0,0,2,0,Bakim Onarim,Teknisyen,Lise,28038,64,Uc Vardiya,Haftalik,0,8,21,39.47729385818223,4,3,5,5,5,5,1
MKE-13243,Mavi,Erkek,23,Bekar,0,Kalebasi,8,0,0,9,Seyahat Yok,2,1,1,0,0,1,0,Bakim Onarim,Operator,Lise,26577,29,Iki Vardiya,Haftalik,0,7,22,42.86214592469864,4,4,3,4,4,4,0
MKE-13244,Mavi,Erkek,26,Bekar,0,Cankaya,20,0,1,13,Seyahat Yok,2,1,1,0,0,2,0,Muhimmat Fabrikasi,Operator,Lise,24367,14,Iki Vardiya,Haftalik,0,9,20,54.526495691752665,8,3,4,5,4,3,0
MKE-13245,Mavi,Erkek,26,Bekar,0,MKE Lojmanlari,2,1,0,15,Seyahat Yok,8,3,5,0,0,4,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,31994,23,Iki Vardiya,Haftalik,0,17,20,45.54680030167093,7,3,4,4,5,5,0
MKE-13246,Beyaz,Erkek,54,Evli,1,Kalebasi,15,0,2,38,Seyahat Yok,14,7,7,2,2,4,0,Kalite Yonetim,Kidemli Muhendis,Lisans,74205,13,Yok,Yok,0,0,14,45.663507908012555,8,3,4,4,5,3,0
MKE-13247,Mavi,Erkek,37,Bekar,0,Mamaj,53,0,2,15,Seyahat Yok,17,15,2,10,5,3,1,Bakim Onarim,Atolye Ustasi,Lise,44651,58,Uc Vardiya,Aylik,0,19,23,42.38881784089672,4,3,2,2,2,2,0
MKE-13248,Mavi,Kadin,33,Evli,2,Mamaj,43,0,0,8,Seyahat Yok,8,5,3,4,0,3,0,Silah Fabrikasi,Atolye Ustasi,On Lisans,43945,28,Uc Vardiya,Haftalik,0,12,21,39.86286810591096,4,3,2,2,2,1,0
MKE-13249,Mavi,Erkek,49,Bekar,0,Etimesgut,54,0,1,5,Seyahat Yok,24,13,11,12,12,1,0,Bakim Onarim,Atolye Ustasi,Lise,41206,32,Iki Vardiya,Aylik,0,24,22,54.50775810939375,9,3,5,4,4,3,0
MKE-13250,Mavi,Erkek,25,Bekar,0,MKE Lojmanlari,1,1,0,19,Seyahat Yok,1,1,0,0,0,2,0,Bakim Onarim,Operator,On Lisans,28076,38,Uc Vardiya,Haftalik,0,5,25,49.556755070872356,12,3,3,3,4,4,0
MKE-13251,Mavi,Erkek,59,Evli,2,MKE Lojmanlari,2,1,2,11,Seyahat Yok,27,25,2,23,19,3,0,Bakim Onarim,Basusta,On Lisans,58249,16,Iki Vardiya,Haftalik,0,6,22,40.89042208831712,7,3,5,4,4,3,0
MKE-13252,Mavi,Erkek,33,Evli,2,MKE Lojmanlari,3,1,2,11,Seyahat Yok,15,8,7,1,1,4,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,40054,29,Uc Vardiya,Haftalik,0,11,16,35.4195879144077,6,4,4,5,4,4,0
MKE-13253,Mavi,Erkek,33,Bekar,0,Yenimahalle,38,0,0,12,Seyahat Yok,5,1,4,0,0,2,0,Bakim Onarim,Operator,Lise,25586,31,Iki Vardiya,Haftalik,0,5,24,43.19669509920981,5,3,3,4,5,3,0
MKE-13254,Beyaz,Erkek,55,Evli,2,Cankaya,49,0,2,45,Nadiren,15,1,14,0,0,2,0,IK,Takim Lideri,Lisans,87505,41,Yok,Yok,0,0,16,51.66106521385306,8,4,4,3,4,1,0
MKE-13255,Mavi,Erkek,31,Bekar,0,MKE Lojmanlari,3,1,0,6,Seyahat Yok,8,2,6,1,1,3,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,38109,11,Iki Vardiya,Aylik,0,8,17,33.0880239320983,3,3,4,4,5,3,0
MKE-13256,Beyaz,Erkek,53,Evli,1,Cankaya,26,0,3,19,Seyahat Yok,6,3,3,1,0,2,0,IK,Kidemli Muhendis,Lisans,71762,39,Yok,Yok,0,0,25,38.26132945576561,8,1,4,3,4,3,0
MKE-13257,Beyaz,Erkek,47,Bekar,0,MKE Lojmanlari,3,1,6,19,Seyahat Yok,7,3,4,0,0,2,0,Kalite Yonetim,Kidemli Muhendis,Yuksek Lisans,72618,7,Yok,Yok,0,0,16,46.47821959794219,4,3,5,4,5,4,0
MKE-13258,Mavi,Erkek,33,Bekar,0,MKE Lojmanlari,1,1,1,7,Seyahat Yok,10,10,0,8,7,3,1,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,46104,51,Uc Vardiya,Haftalik,0,12,20,31.286550692106257,8,3,5,5,5,5,0
MKE-13259,Beyaz,Erkek,47,Evli,1,Cankaya,42,0,5,35,Seyahat Yok,9,2,7,1,0,1,0,IK,Kidemli Muhendis,Lisans,64028,8,Yok,Yok,0,0,15,45.6380657235107,9,3,5,4,5,3,0
MKE-13260,Mavi,Erkek,52,Evli,2,Etimesgut,40,0,1,11,Seyahat Yok,8,5,3,2,1,5,0,Gazi Fisek Fabrikasi,Atolye Ustasi,On Lisans,42904,16,Iki Vardiya,Aylik,0,10,18,35.96215926690192,12,3,4,5,5,4,0
MKE-13261,Mavi,Erkek,50,Bekar,0,Yenimahalle,31,0,2,15,Seyahat Yok,11,1,10,0,0,1,0,Bakim Onarim,Atolye Ustasi,Lise,37705,22,Iki Vardiya,Haftalik,0,21,25,41.74881522275248,3,3,3,5,5,4,0
MKE-13262,Mavi,Kadin,41,Evli,1,MKE Lojmanlari,2,1,0,6,Seyahat Yok,5,5,0,2,2,4,0,Bakim Onarim,Operator,On Lisans,27811,61,Uc Vardiya,Aylik,1,8,15,50.56863046165104,12,3,2,1,2,1,1
MKE-13263,Beyaz,Erkek,31,Evli,2,Kalebasi,36,0,6,35,Seyahat Yok,3,1,2,0,0,1,0,AR-GE Tasarim,Muhendis,Lisans,52125,39,Yok,Yok,0,0,24,52.541760524232835,5,3,4,4,4,5,0
MKE-13264,Mavi,Erkek,46,Evli,1,MKE Lojmanlari,2,1,2,7,Seyahat Yok,6,5,1,1,0,5,0,Bakim Onarim,Operator,Lise,28349,26,Iki Vardiya,Aylik,0,21,22,39.36457941766505,8,3,5,4,5,5,0
MKE-13265,Beyaz,Kadin,46,Bekar,0,MKE Lojmanlari,2,1,3,18,Seyahat Yok,21,14,7,2,0,5,1,AR-GE Tasarim,Takim Lideri,Lisans,109234,14,Yok,Yok,0,0,15,33.558043097898235,1,5,5,5,5,3,0
MKE-13266,Beyaz,Erkek,53,Evli,2,Kalebasi,47,0,1,24,Seyahat Yok,16,2,14,1,0,2,0,AR-GE Tasarim,Takim Lideri,Lisans,90173,13,Yok,Yok,0,0,19,40.721040979190946,7,1,4,3,5,2,0
MKE-13267,Beyaz,Erkek,30,Evli,1,Yenimahalle,46,0,1,28,Seyahat Yok,5,2,3,1,0,2,0,Kalite Yonetim,Uzman,Doktora,45464,21,Yok,Yok,0,0,18,40.90916550790668,3,3,4,4,4,2,0
MKE-13268,Beyaz,Erkek,33,Evli,1,Etimesgut,46,0,2,34,Siklikla,7,4,3,3,0,5,0,Satinalma,Uzman,Yuksek Lisans,50100,7,Yok,Yok,0,0,18,31.699271280047196,7,3,5,4,5,2,0
MKE-13269,Beyaz,Erkek,38,Evli,1,Cankaya,54,0,4,43,Siklikla,6,3,3,2,1,2,0,Kalite Yonetim,Kidemli Muhendis,Lisans,73575,17,Yok,Yok,0,0,19,47.09396063424745,4,3,4,4,5,1,0
MKE-13270,Mavi,Erkek,56,Bekar,0,Mamaj,28,0,2,18,Seyahat Yok,9,3,6,1,1,3,0,Bakim Onarim,Atolye Ustasi,Lise,38815,35,Iki Vardiya,Haftalik,0,3,24,38.35656911478831,8,3,5,4,5,3,0
MKE-13271,Mavi,Erkek,22,Bekar,0,MKE Lojmanlari,1,1,1,14,Seyahat Yok,3,1,2,0,0,2,0,Gazi Fisek Fabrikasi,Operator,Lise,27060,21,Iki Vardiya,Haftalik,0,21,16,52.61196739373247,3,3,4,5,4,3,0
MKE-13272,Mavi,Erkek,33,Evli,1,Etimesgut,23,0,2,6,Seyahat Yok,1,1,0,0,0,2,0,Bakim Onarim,Operator,Lise,28021,12,Iki Vardiya,Aylik,0,22,24,33.067569155047096,4,4,4,4,4,4,0
MKE-13273,Mavi,Kadin,35,Bekar,0,Cankaya,29,0,2,13,Seyahat Yok,2,2,0,0,0,3,0,Bakim Onarim,Operator,Lise,29409,50,Uc Vardiya,Haftalik,0,15,18,42.68895467308729,4,2,5,4,4,3,0
MKE-13274,Mavi,Erkek,25,Bekar,0,MKE Lojmanlari,2,1,2,17,Seyahat Yok,1,1,0,0,0,1,0,Bakim Onarim,Operator,On Lisans,29456,40,Uc Vardiya,Aylik,0,20,17,38.384471927998646,12,3,5,4,5,4,0
MKE-13275,Mavi,Erkek,34,Evli,2,MKE Lojmanlari,1,1,0,15,Seyahat Yok,10,9,1,1,0,1,0,Silah Fabrikasi,Teknisyen,Lise,35677,54,Uc Vardiya,Aylik,1,12,14,47.10819997407264,4,3,1,2,2,2,1
MKE-13276,Mavi,Erkek,27,Bekar,0,Mamaj,8,0,2,15,Seyahat Yok,8,2,6,0,0,2,0,Silah Fabrikasi,Atolye Ustasi,Lise,40197,26,Iki Vardiya,Aylik,0,20,19,43.86633487627252,11,3,4,4,5,4,0
MKE-13277,Beyaz,Erkek,46,Bekar,0,Kalebasi,39,0,5,17,Seyahat Yok,16,11,5,8,1,5,1,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,76174,9,Yok,Yok,0,0,19,43.496525395446504,5,3,4,4,5,4,0
MKE-13278,Mavi,Kadin,27,Bekar,0,Mamaj,9,0,2,6,Seyahat Yok,5,1,4,0,0,1,0,Silah Fabrikasi,Teknisyen,Lise,28936,50,Uc Vardiya,Haftalik,0,20,16,53.33895943125273,12,2,4,4,5,5,0
MKE-13279,Mavi,Kadin,54,Evli,1,MKE Lojmanlari,2,1,0,5,Seyahat Yok,1,1,0,0,0,1,0,Gazi Fisek Fabrikasi,Operator,On Lisans,29907,34,Uc Vardiya,Haftalik,0,17,15,46.693067541666785,3,4,4,4,5,5,0
MKE-13280,Mavi,Kadin,40,Evli,1,Yenimahalle,39,0,2,9,Seyahat Yok,3,1,2,0,0,1,0,Bakim Onarim,Operator,Lise,24191,19,Iki Vardiya,Haftalik,0,22,18,45.253141898492245,11,2,4,4,4,3,0
MKE-13281,Mavi,Erkek,37,Bekar,0,MKE Lojmanlari,3,1,2,4,Seyahat Yok,12,12,0,2,2,5,0,Bakim Onarim,Atolye Ustasi,Lise,49633,56,Uc Vardiya,Aylik,1,2,20,30.457625882502988,12,3,5,5,5,5,0
MKE-13282,Mavi,Kadin,37,Evli,2,MKE Lojmanlari,1,1,0,6,Seyahat Yok,3,3,0,2,1,2,0,Bakim Onarim,Operator,Lise,28792,41,Uc Vardiya,Haftalik,0,17,20,43.07485686162542,6,2,5,5,5,5,0
MKE-13283,Mavi,Kadin,45,Evli,1,Cankaya,52,0,0,16,Seyahat Yok,22,9,13,5,2,3,0,Silah Fabrikasi,Basusta,Lise,52986,26,Iki Vardiya,Aylik,0,20,20,38.36253551577837,8,5,4,4,5,2,0
MKE-13284,Beyaz,Erkek,53,Bekar,0,Yenimahalle,21,0,2,28,Seyahat Yok,24,3,21,0,0,2,0,IK,Kidemli Muhendis,Yuksek Lisans,64605,11,Yok,Yok,0,0,19,42.858123901876475,7,2,5,5,4,3,0
MKE-13285,Mavi,Erkek,39,Evli,3,Mamaj,50,0,0,7,Seyahat Yok,17,14,3,8,0,4,0,Bakim Onarim,Basusta,Lise,58730,37,Iki Vardiya,Haftalik,0,10,25,36.86745572671839,1,3,5,4,4,2,0
MKE-13286,Mavi,Kadin,23,Bekar,0,MKE Lojmanlari,3,1,0,18,Seyahat Yok,1,1,0,0,0,1,0,Silah Fabrikasi,Operator,Lise,28663,22,Iki Vardiya,Haftalik,0,20,24,52.799899485888744,10,3,3,4,4,5,0
